Level,Date and Time,Source,Event ID,Task Category
Warning,10-09-2016 11:14:32 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Error,10-09-2016 11:14:30 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{8D8F4F83-3594-4F07-8369-FC3C3CAE4919}
 and APPID 
{F72671A9-012C-4725-9D2F-2A4D32D65169}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,10-09-2016 11:14:20 AM,Microsoft-Windows-Dhcp-Client,1002,Address Configuration State Event,The IP address lease 192.168.0.101 for the Network Card with network address 0xC038969860C7 has been denied by the DHCP server 192.168.0.1 (The DHCP Server sent a DHCPNACK message).
Error,10-09-2016 03:20:18 AM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=TimerEvent"
Warning,10-09-2016 03:20:13 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=TimerEvent"
Error,10-09-2016 03:19:47 AM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=TimerEvent"
Error,10-09-2016 01:20:22 AM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,10-09-2016 01:20:17 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Error,10-09-2016 01:20:15 AM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,10-09-2016 01:20:07 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Error,10-09-2016 01:20:03 AM,Microsoft-Windows-Dhcp-Client,1002,Address Configuration State Event,The IP address lease 192.168.0.101 for the Network Card with network address 0xC038969860C7 has been denied by the DHCP server 192.168.0.1 (The DHCP Server sent a DHCPNACK message).
Error,10-09-2016 12:38:48 AM,Microsoft-Windows-DistributedCOM,10010,None,The server {37998346-3765-45B1-8C66-AA88CA6B20B8} did not register with DCOM within the required timeout.
Error,10-09-2016 12:36:48 AM,Service Control Manager,7023,None,"The Connected Devices Platform Service service terminated with the following error: 
Unspecified error"
Error,10-09-2016 12:36:48 AM,Microsoft-Windows-DistributedCOM,10010,None,The server {37998346-3765-45B1-8C66-AA88CA6B20B8} did not register with DCOM within the required timeout.
Error,10-09-2016 12:34:48 AM,Service Control Manager,7023,None,"The Connected Devices Platform Service service terminated with the following error: 
Unspecified error"
Error,09-09-2016 11:48:50 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Error,09-09-2016 11:48:47 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 11:48:42 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:48:35 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Error,09-09-2016 11:48:28 PM,Microsoft-Windows-Dhcp-Client,1002,Address Configuration State Event,The IP address lease 192.168.0.100 for the Network Card with network address 0xC038969860C7 has been denied by the DHCP server 192.168.0.1 (The DHCP Server sent a DHCPNACK message).
Warning,09-09-2016 11:46:34 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name incoming.telemetry.mozilla.org timed out after none of the configured DNS servers responded.
Error,09-09-2016 11:45:03 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 11:44:55 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Error,09-09-2016 11:44:39 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x800705B4
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 11:44:38 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name _VLMCS._TCP timed out after none of the configured DNS servers responded.
Error,09-09-2016 11:44:22 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x800705B4
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 11:44:03 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:43:46 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:43:35 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name wpad timed out after none of the configured DNS servers responded.
Error,09-09-2016 11:43:28 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007267C
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Error,09-09-2016 11:43:28 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x800705B4
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 11:43:27 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name _VLMCS._TCP timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:43:08 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:42:49 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:42:38 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name _ldap._tcp.dc._msdcs.WORKGROUP timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:42:28 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name www.dlink.com.tw timed out after none of the configured DNS servers responded.
Error,09-09-2016 11:42:00 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0xC004F074
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 11:41:53 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Error,09-09-2016 11:40:23 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x800705B4
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Error,09-09-2016 11:39:50 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x800705B4
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 11:39:50 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:39:18 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:39:05 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name _ldap._tcp.dc._msdcs.WORKGROUP timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:37:41 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name pingsl.avast.com timed out after none of the configured DNS servers responded.
Error,09-09-2016 11:36:32 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x800705B4
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 11:35:58 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:35:47 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name _ldap._tcp.dc._msdcs.WORKGROUP timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:35:22 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name wpad timed out after none of the configured DNS servers responded.
Error,09-09-2016 11:35:14 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 11:35:13 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:34:05 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name safebrowsing.google.com timed out after none of the configured DNS servers responded.
Error,09-09-2016 11:32:55 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0xC004F074
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 11:32:50 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Error,09-09-2016 11:32:38 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 11:32:37 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:31:18 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name cdn.content.prod.cms.msn.com timed out after none of the configured DNS servers responded.
Error,09-09-2016 11:14:22 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Error,09-09-2016 11:14:11 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 11:14:04 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:13:54 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Error,09-09-2016 11:13:39 PM,Microsoft-Windows-Dhcp-Client,1002,Address Configuration State Event,The IP address lease 192.168.0.100 for the Network Card with network address 0xC038969860C7 has been denied by the DHCP server 192.168.0.1 (The DHCP Server sent a DHCPNACK message).
Error,09-09-2016 10:37:13 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,09-09-2016 10:26:44 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 10:26:34 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 10:26:33 PM,Microsoft-Windows-DeviceSetupManager,123,None,The DSM service was delayed by 12 seconds for a driver query/download/install on device '{5D624F94-8850-40C3-A3FA-A4FD2080BAF3}\VWIFIMP_WFD\5&31E44248&0&12'
Error,09-09-2016 10:23:53 PM,Microsoft-Windows-WPDClassInstaller,25088,Driver Installation,It was not possible to install drivers for the device USB\VID_22B8&PID_2E82&REV_0228. Error code 0xe0000217.
Error,09-09-2016 09:41:40 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,09-09-2016 08:56:40 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 08:56:34 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 08:56:29 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name v10.vortex-win.data.microsoft.com timed out after none of the configured DNS servers responded.
Error,09-09-2016 08:56:24 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,09-09-2016 08:56:23 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Error,09-09-2016 08:56:20 PM,Microsoft-Windows-Dhcp-Client,1002,Address Configuration State Event,The IP address lease 192.168.0.103 for the Network Card with network address 0xC038969860C7 has been denied by the DHCP server 192.168.0.1 (The DHCP Server sent a DHCPNACK message).
